Result,Name,Title,Experience,Link,Reason
FAIL,송OO,㈜도그지어 VX팀,5년4개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=12798418,"지원자는 QA 경력이 없으며, 경력 5년 이상을 충족하지만 QA 관련 경험이 부족하다."
FAIL,강OO,신한라이프 계약관리,25년3개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=13344062,"QA 경력이 없고, 5년 이상의 QA 경력을 요구하는 직무에 부합하지 않습니다."
FAIL,이OO,편한가 디자인팀 대리(주임연구원),7년3개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=10660392,"QA 경력이 없고, 경력 5년 이상이지만 관련 분야가 디자인과 VMD로 QA와는 다릅니다."
FAIL,최OO,형원eng 근무,13년1개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=9536581,"QA 경력이 부족하며, 경력 5년 이상이 요구되지만 후보자는 관련 경력이 없음."
FAIL,장OO,(주)브이알미디어 인사/총무/경영지원 대리(주임연구원),6년2개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=16142235,"QA 경력이 없고, 인사 및 경영지원 분야의 경험만 있으며, QA 관련 경험이 요구됨."
FAIL,강OO,독일내 한국기업 경영지원부,15년10개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=4041239,"QA 경력이 없고, 현재 대학교 재학 중이며, 서울 지역 희망 근무지 조건은 충족하나 경력 요건을 만족하지 않음."
FAIL,정OO,(주)엠엘에스 구매자재/물류출고팀 부장(연구소장),14년7개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=10985858,"지원자는 QA 경력이 없으며, 학력도 대졸이 아닌 2,3년제 졸업입니다."
FAIL,양OO,(주)아이앤씨테크놀로지 경영기획팀 과장(선임연구원),10년6개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=9824055,"QA 경력이 없고, 총무 업무 경력만 있으며, 5년 이상의 QA 경력을 충족하지 못합니다."
FAIL,김OO,세라젬 근무 과장(선임연구원),9년10개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=29822871,"QA 경력이 없으며, 경력 5년 이상이 요구되지만 후보자는 9년 10개월의 경력을 가지고 있으나 QA 관련 경험이 없음."
FAIL,신OO,두양텍㈜ 생산부 과장(선임연구원),9년5개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=7908559,"QA 경력이 없고, 학력도 대졸이 아닌 2,3년제 대학 졸업으로 요구사항을 충족하지 못합니다."
FAIL,김OO,동경 인사총무팀 대리(주임연구원),5년9개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=8812277,"지원자는 QA 경력이 없으며, 인사 및 총무 분야에서의 경력만 보유하고 있습니다."
FAIL,신OO,태경커뮤니케이션 인재개발부 부장(연구소장),17년7개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=18472633,"QA 경력이 없고, 학력이 대졸이 아닌 2,3년제 대학 졸업으로 요구사항을 충족하지 못합니다."
FAIL,홍OO,엔지니어스토리 SI 부장(연구소장),26년6개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=20784765,"QA 경력이 명시되어 있지 않으며, 5년 이상의 QA 경력을 충족하지 않습니다."
FAIL,정OO,제이엠씨컨설팅 CX파트,10년7개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=16834435,"QA 경력이 명시되어 있지 않으며, 5년 이상의 QA 경력을 충족하지 않습니다."
FAIL,정OO,단국대학교 (천안)(4년) 화학과 졸업,4년,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=21254169,"지원자는 QA 경력이 없고, 신입으로서 5년 이상의 경력을 충족하지 못합니다."
FAIL,조OO,포디자인스튜디오 근무,13년11개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=23890657,"지원자는 QA 경력이 없으며, 학력도 대졸이 아닌 2,3년 대학 졸업입니다."
FAIL,손OO,다스코 인사총무팀 차장(수석연구원),21년7개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=2806717,"지원자는 QA 경력이 없으며, 학력도 대졸이 아닌 2,3년제 졸업입니다."
FAIL,이OO,와이즈서텍 근무,22년8개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=6359533,"QA 경력이 5년 이상이지만, 학력이 대졸 이상이 아니며, 희망 근무지가 서울 지역인지 확인할 수 없습니다."
FAIL,윤OO,㈜이에이정보통신 무선사업부(특수지역) 차장(수석연구원),20년8개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=5232196,"지원자는 QA 경력이 없고, 학력이 대졸이 아닌 2,3년제 대학 졸업입니다."
FAIL,박OO,주식회사 코릴 근무,9년7개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=8374338,"QA 경력이 없고, 희망 근무지가 인천으로 서울 지역이 아님."
FAIL,정OO,뱅크웨어글로벌 주식회사 경영관리 차장(수석연구원),9년11개월,https://www.jobkorea.co.kr/corp/person/find/resume/view?rNo=24781670,"QA 경력이 없으며, 경영기획 및 전략기획 분야의 경험만 있음."
